ID	CNPJ	Nome Reduzido	Município	CEP	Bairro	Logradouro	Número	Complemento	Telefone	Email	Vagas Estacionamento	Coordenador Regional	Coordenador Distrital	Servidor IP	UF
960	21544690000209	SAO JOAO AGRO 2	MARIANOPOLIS DO TOCANTINS	77675000	ZONA RURAL	ROD TO 080 KM 191 MAIS 2 KM A 1	01	SN	5433350100	notaeletronica@farmaciassaojoao.com.br	3	PEDRO HENRIQUE KAPPAUN BRAIR	PEDRO HENRIQUE KAPPAUN BRAIR	1	TO
980	88212113029345	PORTO ALEGRE 75	PORTO ALEGRE	91787889	HIPICA	AV EDGAR PIRES DE CASTRO	25	FARMACIA	5130801981	portoalegre75@farmaciassaojoao.com.br	17	ALISON MACHADO FREITAS	LARISSA TAMARA DOS SANTOS	10.4.230.254	RS
982	88212113089321	IMBITUVA 1	IMBITUVA	84430000	CENTRO	R GETULIO VARGAS	357		4234364787	imbituva@farmaciassaojoao.com.br	10	FERNANDA PINHEIRO	RODRIGO DE OLIVEIRA FERREIRA	10.4.232.254	PR
983	88212113089240	SAO MATEUS DO SUL 1	SAO MATEUS DO SUL	83900000	CENTRO	R ULISSES FARIA	738		4235323703	saomateus@farmaciassaojoao.com.br	14	FERNANDA PINHEIRO	RODRIGO DE OLIVEIRA FERREIRA	10.4.233.254	PR
984	88212113089089	TOLEDO 1	TOLEDO	85900010	CENTRO	R SANTOS DUMONT	2309		4533793920	toledo@farmaciassaojoao.com.br	20	ADRICELI EVA LINS CLEMENTE	RODRIGO DE OLIVEIRA FERREIRA	10.4.234.254	PR
985	88212113089402	SARANDI 3 PR	SARANDI	87111000	JARDIM EUROPA	AV MARINGA	988		5433350100	sarandi3pr@farmaciassaojoao.com.br	0	CARINA ANTUNES BURATTI	RODRIGO DE OLIVEIRA FERREIRA		PR
986	88212113057632	ITAJAI 1	ITAJAI	88306601	PRAIA BRAVA DE ITAJAI	AV OSVALDO REIS	2751	LOJA 06	4733113665	itajai@farmaciassajoao.com.br	14	LUANA CAMPAGNOLO	CLEITON CESAR HERNANDES DE LIMA	10.4.236.254	SC
987	88212113089160	ARVOREZINHA 1	ARVOREZINHA	95995000	CENTRO	R OSVALDO ARANHA	490	FARMACIA	5137721533	arvorezinha@farmacissaojoao.com.br	4	TATIANE ROHRIG	TIAGO ANGELO MACHADO	10.4.237.254	RS
988	88212113089917	PORTO ALEGRE 74	PORTO ALEGRE	91540000	AGRONOMIA	AV BENTO GONCALVES	5117		5133194938	portoalegre74@farmaciassaojoao.com.br	13	LUCIANO CONCEICAO DA SILVA	LARISSA TAMARA DOS SANTOS	10.4.238.254	RS
989	88212113091571	TRES CACHOEIRAS 1	TRES CACHOEIRAS	95580000	CENTRO	AV PE RIZZIERI DELAI	705	FARMACIA	5136672460	trescachoeiras@farmaciassaojoao.com.br	0	JOÃO CHEMIN	ANDRE LAURI MARQUES JAIME	10.4.239.254	RS
992	34823111000110	UNIFORMES DESCARTE	SANTA CRUZ DO SUL	96835287	CASTELO BRANCO	AV DEP EUCLYDES NICOLAU KLIEMANN	1829	FARMACIA	5433350100	santacruz13@farmaciassaojoao.com.br	13	PEDRO HENRIQUE KAPPAUN BRAIR	PEDRO HENRIQUE KAPPAUN BRAIR	1	RS
993	88212113002498	BANCO BASE	PASSO FUNDO	99050050	PETROPOLIS	R OLAVO BILAC	390	LOJA 01	054 3335.0105				FAIS HUSEIN ABDALLA	192.168.0.26	RS
1001	88212113087701	PORTO ALEGRE 71	PORTO ALEGRE	90430131	INDEPENDENCIA	R CASTRO ALVES	667		5132687465	portoalegre71@farmaciassaojoao.com.br	11	RAFAEL BRAZ KOVALSKI	LARISSA TAMARA DOS SANTOS	10.5.1.254	RS
1002	88212113090176	ASSIS CHATEAUBRIAND1	ASSIS CHATEAUBRIAND	85935000	CENTRO	AV TUPASSI	835		4435280172	assischateaubriand@farmaciassaojoao.com.br	8	ADRICELI EVA LINS CLEMENTE	RODRIGO DE OLIVEIRA FERREIRA	10.5.2.254	PR
1003	88212113090761	DIONI CERQUEIRA 1	DIONISIO CERQUEIRA	89950000	CENTRO	R ADOLFO BENEDITO PICCININI	60		4936440512	dionisiocerqueira@farmaciassaojoao.com.br	13	PRISCILA MACHADO	FAIS HUSEIN ABDALLA	10.5.3.254	SC
1004	88212113090257	CANOAS 25	CANOAS	92025403	NOSSA SENHORA DAS GRACAS	AV INCONFIDENCIA	31	FARMACIA	5134729504	canoas25@farmaciassaojoao.com.br	12	CLEDSON VENTURA	ANDRE LAURI MARQUES JAIME	10.5.4.254	RS
1005	88212113090338	CANOAS 24	CANOAS	92310200	CENTRO	R DOUTOR BARCELOS	100	LOJA 2	5134655763	canoas24@farmaciassaojoao.com.br	9	AMANDA ANDRADE RAMOS	ANDRE LAURI MARQUES JAIME	10.5.5.254	RS
1006	88212113090680	STA MARIA 39	SANTA MARIA	97020620	PASSO D AREIA	R VENANCIO AIRES	2280		5532134058	santamaria39@farmaciassaojoao.com.br	13	MONICA GRACIELA FERNANDES DA SILVEIRA	TIAGO ANGELO MACHADO	10.5.6.254	RS
1007	88212113090923	STO ANGELO 7	SANTO ANGELO	98807179	HORTENCIA	AV SAGRADA FAMILIA	1041		5533122956	santoangelo7@farmaciassaojoao.com.br	28	EVERTON JOSE ELEGDA	JULIANO PETRACA IRUZUN	10.5.7.254	RS
1008	88212113091148	MANDAGUACU 1	MANDAGUACU	87160000	VILA CARRARO	AV MUNHOZ DA ROCHA	1034		4432454839	mandaguacu@farmaciassaojoao.com.br	10	RICARDO CESAR DE OLIVEIRA	RODRIGO DE OLIVEIRA FERREIRA	10.5.8.254	PR
1009	88212113053050	FLORIPA 13	FLORIANOPOLIS	88090500	MONTE CRISTO	R PROFESSOR EGIDIO FERREIRA	1293		4832480574	florianopolis13@farmaciassaojoao.com.br	11	TAISE DIANES AULER FRIGO	CLEITON CESAR HERNANDES DE LIMA	10.5.9.254	SC
1010	88212113091733	CHAPECO 6	CHAPECO	89802002	CENTRO	AV GETULIO DORNELES VARGAS	1251	FARMACIA	4933220393	chapeco6@farmaciassaojoao.com.br	8	PRISCILA MACHADO	FAIS HUSEIN ABDALLA	10.5.10.254	SC
1011	88212113091067	CAMPO MOURAO 2	CAMPO MOURAO	87300005	CENTRO	AV CAPITAO INDIO BANDEIRA	1901		4435255795	campomourao2@farmaciassaojoao.com.br	12	RICARDO CESAR DE OLIVEIRA	RODRIGO DE OLIVEIRA FERREIRA	10.5.11.254	PR
1012	88212113089755	MAL CANDIDO RONDON 1	MARECHAL CANDIDO RONDON	85960000	CENTRO	AV MARIPA	2		4532541953	malcandidorondon@farmaciassaojoao.com.br	14	ADRICELI EVA LINS CLEMENTE	RODRIGO DE OLIVEIRA FERREIRA	10.5.12.254	PR
1013	88212113091814	VIAMAO 7	VIAMAO	94475000	CECILIA	ROD TAPIR ROCHA	19417		5134981676	viamao7@farmaciassaojoao.com.br	3	AMANDA ANDRADE RAMOS	ANDRE LAURI MARQUES JAIME	10.5.13.254	RS
1014	88212113092039	ERECHIM 1	ERECHIM	99704190	BELA VISTA	ROD BR-153	48	KM54 47800	5435194644	erechim1@farmaciassaojoao.com.br	0	GESSICA PERIN	FAIS HUSEIN ABDALLA	10.5.14.254	RS
1015	88212113091300	CANOAS 26	CANOAS	92440182	GUAJUVIRAS	Q EE DOIS	11	FARMACIA	5134646778	canoas26@farmaciassaojoao.com.br	0	CLEDSON VENTURA	ANDRE LAURI MARQUES JAIME	10.5.15.254	RS
1016	88212113091490	ARROIO DOS RATOS 1	ARROIO DOS RATOS	96740000	CENTRO	AV ESPANHA	18	FARMACIA	5136561431	arroiodosratos@farmaciassaojoao.com.br	8	DANIELA MACHADO DOS SANTOS	ANDRE LAURI MARQUES JAIME	10.5.16.254	RS
1017	88212113091229	TOLEDO 2	TOLEDO	85903170	JARDIM SANTA MARIA	AV PARIGOT DE SOUZA	4390		4532527252	toledo2@farmaciassaojoao.com.br	8	ADRICELI EVA LINS CLEMENTE	RODRIGO DE OLIVEIRA FERREIRA	10.5.17.254	PR
1018	88212113091652	PELOTAS 29	PELOTAS	96020260	CENTRO	AV DOM JOAQUIM	882	LOJA 02	5332285352	pelotas29@farmaciassaojoao.com.br	11	ARON PIRES MONTEIRO	JULIANO PETRACA IRUZUN	10.5.18.254	RS
1019	88212113089593	BOM PRINCIPIO 1	BOM PRINCIPIO	95765000	CENTRO	R JACOB SCHOMMER	165	FARMACIA	5136341388	bomprincipio@farmaciassaojoao.com.br	0	TAMIRES PRISCILA VINGERT	LUIZ CARLOS KUHN	10.5.19.254	RS
1020	88212113090508	STA CRUZ 13	SANTA CRUZ DO SUL	96835287	CASTELO BRANCO	AV DEP EUCLYDES NICOLAU KLIEMANN	1829	FARMACIA	5137193215	santacruz13@farmaciassaojoao.com.br	19	PEDRO WUNDERLICH BORGES	TIAGO ANGELO MACHADO	10.5.20.254	RS
1021	88212113090419	ESTEIO 6	ESTEIO	93280154	PARQUE AMADOR	R VINTE E QUATRO DE AGOSTO	2720	FARMACIA	5130802595	esteio6@farmaciassaojoao.com.br	11	DANIELA MACHADO DOS SANTOS	ANDRE LAURI MARQUES JAIME	10.5.21.254	RS
1022	88212113090095	CANELA 4	CANELA	95680000	CENTRO	R JOAO PESSOA	412		5432822565	canela4@farmaciassaojoao.com.br	16	CAMILO MADEIRA SANTIAGO	FABIO CHIES BALDASSO	10.5.22.254	RS
1024	88212113090842	NOVO HAMBURGO 17	NOVO HAMBURGO	93520623	GUARANI	AV PEDRO ADAMS FILHO	6597		5135944988	novohamburgo17@farmaciassaojoao.com.br	16	STEFANY MITALI BRAGA SILVEIRA	LUIZ CARLOS KUHN	10.5.24.254	RS
1025	88212113089836	ARAUCARIA 1	ARAUCARIA	83702035	CENTRO	R MANOEL RIBAS	326		4135520957	araucaria@farmaciassaojoao.com.br	24	FERNANDA PINHEIRO	RODRIGO DE OLIVEIRA FERREIRA	10.5.25.254	PR
1026	88212113091903	NOVO HAMBURGO 16	NOVO HAMBURGO	93320295	LIBERDADE	AV PRIMEIRO DE MARCO	4651		5135252038	novohamburgo16@farmaciassaojoao.com.br	12	STEFANY MITALI BRAGA SILVEIRA	LUIZ CARLOS KUHN	10.5.26.254	RS
1028	88212113092209	CERRO GRANDE DO SUL1	CERRO GRANDE DO SUL	96770000	CENTRO	R AFONSO CURTINAZ FILHO	145	FARMACIA	5136751286	cerrograndedosul@farmaciassaojoao.com.br	0	FERNANDA JARDIM MEIRELES	LARISSA TAMARA DOS SANTOS	10.5.28.254	RS
1030	88212113092624	PORTO ALEGRE 76	PORTO ALEGRE	91150401	SARANDI	AV ECOVILLE	855	FARMACIA	5133400061	portoalegre76@farmaciassaojoao.com.br	4	LIANE RODRIGUES DOS SANTOS	LARISSA TAMARA DOS SANTOS	10.5.30.254	RS
1031	88212113092381	PORTO ALEGRE 77	PORTO ALEGRE	90880001	MEDIANEIRA	AV DOUTOR CARLOS BARBOSA	761	FARM	5132335177	portoalegre77@farmaciassaojoao.com.br	12	LUCIANO CONCEICAO DA SILVA	LARISSA TAMARA DOS SANTOS	10.5.31.254	RS
1032	88212113092896	CANOAS 27	CANOAS	92035000	OLARIA	AV DO NAZARIO	1721	FARMACIA	5130801380	canoas27@farmaciassaojoao.com.br	12	CLEDSON VENTURA	ANDRE LAURI MARQUES JAIME	10.5.32.254	RS
1033	88212113092462	RIO GRANDE 16	RIO GRANDE	96212472	VILA JUNCAO	R PINTO BANDEIRA	339	0009	5332326316	riogrande16@farmaciassaojoao.com.br	24	DIENE MARIENE DE ARAUJO SOARES	JULIANO PETRACA IRUZUN	10.5.33.254	RS
1034	88212113092543	ITAJAI 2	ITAJAI	88307300	DOM BOSCO	AV VEREADOR ABRAHAO JOAO FRANCISCO	2000	SL 03	4732416233	itajai2@farmaciassaojoao.com.br	14	LUANA CAMPAGNOLO	CLEITON CESAR HERNANDES DE LIMA	10.5.34.254	SC
1035	88212113093272	ENG BELTRAO 1	ENGENHEIRO BELTRAO	87270000	CENTRO	AV BRASIL	403		4435371497	engenheirobeltrao@farmaciassaojoao.com.br	4	RICARDO CESAR DE OLIVEIRA	RODRIGO DE OLIVEIRA FERREIRA	10.5.35.254	PR
1036	88212113093000	PORTO ALEGRE 72	PORTO ALEGRE	90035903	SANTA CECILIA	R RAMIRO BARCELOS	2350	FARM	5133884752	portoalegre72@farmaciassaojoao.com.br	0	PATRICIA NEVES MARRANGHELLO	LARISSA TAMARA DOS SANTOS	10.5.36.254	RS
1037	88212113093191	TORRES 7	TORRES	95560000	ENGENHO VELHO	AV CASTELO BRANCO	1010	LJ 18	5136261083	torres7@farmaciassaojoao.com.br	0	JOÃO CHEMIN	ANDRE LAURI MARQUES JAIME	10.5.37.254	RS
1038	88212113092977	JOINVILLE 2 	JOINVILLE	89221008	SAGUACU	R DONA FRANCISCA	3125		5433350100	joinville2@farmaciassaojoao.com.br	11	BRUNA CORREA MACHADO	CLEITON CESAR HERNANDES DE LIMA	10.5.38.254	SC
1040	88212113093515	CAXIAS 56	CAXIAS DO SUL	95054000	NOSSA SENHORA DE LOURDES	R CONSELHEIRO DANTAS	1377		5432299304	caxias56@farmaciassaojoao.com.br	13	TALINE CORSO	FABIO CHIES BALDASSO	10.5.40.254	RS
1041	88212113093434	VIAMAO 9	VIAMAO	94470000	VIAMOPOLIS	ROD TAPIR ROCHA	3095		5134462240	viamao9@farmaciassaojoao.com.br	9	AMANDA ANDRADE RAMOS	ANDRE LAURI MARQUES JAIME	10.5.41.254	RS
1042	88212113093604	BARROS CASSAL 1	BARROS CASSAL	99360000	CENTRO	R DR CEFERINO BARBOSA	401	FARMACIA	5433841117	barroscassal@farmaciassaojoao.com.br	10	TATIANE ROHRIG	TIAGO ANGELO MACHADO	10.5.42.254	RS
1043	88212113093787	NOVA PETROPOLIS 2	NOVA PETROPOLIS	95150000	CENTRO	R DUQUE DE CAXIAS	11	FARMACIA	5432811937	novapetropolis2@farmaciassaojoao.com.br	4	CAMILO MADEIRA SANTIAGO	FABIO CHIES BALDASSO	10.5.43.254	RS
1044	88212113058442	VIDEIRA 3	VIDEIRA	89562174	DOIS PINHEIROS	R FRAIBURGO	1700		4935311857	videira3@farmaciassaojoao.com.br	15	SAMANTHA DIAS LIMA	FAIS HUSEIN ABDALLA	10.5.44.254	SC
1045	88212113093353	ALVORADA 7	ALVORADA	94858000	JD ALGARVE	AV ZERO HORA	1100		5134435256	alvorada7@farmaciassaojoao.com.br	0	AMANDA ANDRADE RAMOS	ANDRE LAURI MARQUES JAIME	10.5.45.254	RS
1046	88212113094244	PAROBE 3	PAROBE	95630000	ALEXANDRIA	R ARDUINO HAACK	22	FARMACIA	5135231937	parobe3@farmaciassaojoao.com.br	16	PATRICIA CARDOZO EITELVEIN	LUIZ CARLOS KUHN	10.5.46.254	RS
1047	88212113094325	CANOAS 28	CANOAS	92020342	MARECHAL RONDON	AV INCONFIDENCIA	710	FARMACIA	5134657055	canoas28@farmaciassaojoao.com.br	0	CLEDSON VENTURA	ANDRE LAURI MARQUES JAIME	10.5.47.254	RS
1048	88212113094163	FONTOURA XAVIER 1	FONTOURA XAVIER	99370000	CENTRO	AV 9 DE JULHO	2080		5433891667	fontouraxavier@farmaciassaojoao.com.br	5	TATIANE ROHRIG	TIAGO ANGELO MACHADO	10.5.48.254	RS
1049	88212113093868	CAXIAS 57	CAXIAS DO SUL	95034000	PIO X	R MOREIRA CESAR	460	FARMACIA	5432273269	caxias57@farmaciassaojoao.com.br	21	RAFAEL CONSTANTE	FABIO CHIES BALDASSO	10.5.49.254	RS
1050	88212113094082	JOINVILLE 3	JOINVILLE	89239100	CENTRO (PIRABEIRABA)	R OLAVO BILAC	368		4734240929	joinville3@farmaciassaojoao.com.br	17	BRUNA CORREA MACHADO	CLEITON CESAR HERNANDES DE LIMA	10.5.50.254	SC
1051	88212113094406	BRUSQUE 1	BRUSQUE	88352001	SANTA RITA - URBANO	R 07 DE SETEMBRO	566		4735130535	brusque@farmaciassaojoao.com.br	20	RENATA FUJIWARA	CLEITON CESAR HERNANDES DE LIMA	10.5.51.254	SC
1052	88212113094597	CANOAS 23	CANOAS	92425900	SAO JOSE	AV FARROUPILHA	8001	FARMACIA	5134728536	canoas23@farmaciassaojoao.com.br	0	CLEDSON VENTURA	ANDRE LAURI MARQUES JAIME	10.5.52.254	RS
1053	88212113094678	ESTANCIA VELHA 7	ESTANCIA VELHA	93600090	CENTRO	R PORTAO	603		5135511161	estanciavelha7@farmaciassaojoao.com.br	21	TAMIRES PRISCILA VINGERT	LUIZ CARLOS KUHN	10.5.53.254	RS
1054	88212113094910	CAPAO DA CANOA 8	CAPAO DA CANOA	95555000	GUARANI	AV PARAGUASSU	13	FARMACIA	5136254356	capaodacanoa8@farmaciassaojoao.com.br	11	PAULO XAVIER	ANDRE LAURI MARQUES JAIME	10.5.54.254	RS
1055	88212113094759	TORRES 8	TORRES	95560000	CENTRO - STAN	R AMAZONAS	810	FARMACIA	5121442994	torres8@farmaciassaojoao.com.br	0	JOÃO CHEMIN	ANDRE LAURI MARQUES JAIME	10.5.55.254	RS
1057	88212113095216	ITAJAI 3	ITAJAI	88310003	CORDEIROS	AV DOUTOR REINALDO SCHMITHAUSEN	1886		4733445876	itajai3@farmaciassaojoao.com.br	16	LUANA CAMPAGNOLO	CLEITON CESAR HERNANDES DE LIMA	10.5.57.254	SC
1058	88212113095054	BLUMENAU 1	BLUMENAU	89042000	AGUA VERDE	R GENERAL OSORIO	2892		4735130544	blumenau@farmaciassaojoao.com.br	10	BRUNA CORREA MACHADO	CLEITON CESAR HERNANDES DE LIMA	10.5.58.254	SC
1059	88212113094830	MARINGA 5	MARINGA	87047035	JARDIM LIBERDADE	AV DOS PALMARES	424		4432636020	maringa5@farmaciassaojoao.com.br	9	GRAZIELE PACHECO ROCHA	RODRIGO DE OLIVEIRA FERREIRA	10.5.59.254	PR
1060	88212113095488	SAO LEOPOLDO 17	SAO LEOPOLDO	93030092	MORRO DO ESPELHO	AV MAUA	1900	FARMACIA	5433350100	saoleopoldo17@farmaciassaojoao.com.br	20	NITCHELI VIER	LUIZ CARLOS KUHN	10.5.60.254	RS
1061	88212113095305	CARAZINHO 8	Carazinho	99500000	LARANJAL	AV FLORES DA CUNHA	4350	FARMACIA	5433313214	carazinho8@farmaciassaojoao.com.br	10	CAMILA COLETTO MAY	FAIS HUSEIN ABDALLA	10.5.61.254	RS
1063	88212113095720	PORTO ALEGRE 78	PORTO ALEGRE	91260645	MARIO QUINTANA	AV MARTIM FELIX BERTA	1831	FARMACIA	5130801922	portoalegre78@farmaciassaojoao.com.br	11	LIANE RODRIGUES DOS SANTOS	LARISSA TAMARA DOS SANTOS	10.5.63.254	RS
1064	88212113095569	BLUMENAU 2	BLUMENAU	89066510	ITOUPAVAZINHA	RUA FREDERICO JENSEN	3650		4732344170	blumenau2@farmaciassaojoao.com.br	8	BRUNA CORREA MACHADO	CLEITON CESAR HERNANDES DE LIMA	10.5.64.254	SC
1065	88212113095801	CAXIAS 55	CAXIAS DO SUL	95052105	INTERLAGOS	AV RUBEN BENTO ALVES	1455	FARMACIA	5432299053	caxias55@farmaciassaojoao.com.br	19	TALINE CORSO	FABIO CHIES BALDASSO	10.5.65.254	RS
1066	88212113096107	CANDIOTA 1	CANDIOTA	96495000	CENTRO	RUA ASSIS FREITAS	0215		5332458008	candiota@farmaciassaojoao.com.br	4	DIEISSON SILVA TONDO	JULIANO PETRACA IRUZUN	10.5.66.254	RS
1067	88212113096026	SEBERI 1	SEBERI	98380000	CENTRO	AV GEN FLORES DA CUNHA	638		5537461969	seberi@farmaciassaojoao.com.br	9	GRACIELE SILVEIRA	FAIS HUSEIN ABDALLA	10.5.67.254	RS
1069	88212113095992	CAXIAS 58	CAXIAS DO SUL	95059520	SAO CRISTOVAO	ROD BR 116	12500	SALA 2	5431968081	caxias58@farmaciassaojoao.com.br	30	TALINE CORSO	FABIO CHIES BALDASSO	10.5.69.254	RS
1070	88212113096379	CHAPADA 1	CHAPADA	99530000	CENTRO	RUA ALFREDO WINCK	829	FARMACIA	5433331146	chapada@farmaciassaojoao.com.br	5	CAMILA COLETTO MAY	FAIS HUSEIN ABDALLA	10.5.70.254	RS
1071	88212113096700	GRAVATAI 14	GRAVATAI	94030000	COHAB C	AV DORIVAL CANDIDO LUZ DE OLIVEIRA	222	FARMACIA	5134964644	gravatai14@farmaciassaojoao.com.br	12	BRUNA RODRIGUES DE FREITAS	LUIZ CARLOS KUHN	10.5.71.254	RS
1073	88212113096530	PF PAISSANDU 1	PASSO FUNDO	99010100	CENTRO	RUA PAISSANDU	549	LJ1 ED MDC	5431010022	paissandu@farmaciassaojoao.com.br	0	CAMILA COLETTO MAY	FAIS HUSEIN ABDALLA	10.5.73.254	RS
1074	88212113096450	PORTO ALEGRE 80	PORTO ALEGRE	91750000	VILA NOVA	AV MONTE CRISTO	476	FARMACIA	5132613497	portoalegre80@farmaciassaojoao.com.br	12	ALISON MACHADO FREITAS	LARISSA TAMARA DOS SANTOS	10.5.74.254	RS
1075	88212113096883	PORTO ALEGRE 81	PORTO ALEGRE	91320000	VILA JARDIM	AV SATURNINO DE BRITO	61	ESQ AV PROTASIO ALVES 5802	5140428928	portoalegre81@farmaciassaojoao.com.br	24	PATRICIA NEVES MARRANGHELLO	LARISSA TAMARA DOS SANTOS	10.5.75.254	RS
1076	88212113096964	PORTO ALEGRE 82	PORTO ALEGRE	91550250	LOMBA DO PINHEIRO	EST SAO FRANCISCO	10	20FARMACIA	5133151653	portoalegre82@farmaciassaojoao.com.br	7	ALISON MACHADO FREITAS	LARISSA TAMARA DOS SANTOS	10.5.76.254	RS
1077	88212113096611	PORTO ALEGRE 83	PORTO ALEGRE	90820000	CRISTAL	R DOUTOR CAMPOS VELHO	950	FARMACIA	5135162736	portoalegre83@farmaciassaojoao.com.br	12	LUCIANO CONCEICAO DA SILVA	LARISSA TAMARA DOS SANTOS	10.5.77.254	RS
1078	88212113097260	PORTO ALEGRE 84	PORTO ALEGRE	90820080	CRISTAL	AV CHUI	380	FARMACIA	5130804890	portoalegre84@farmaciassaojoao.com.br	19	LUCIANO CONCEICAO DA SILVA	LARISSA TAMARA DOS SANTOS	10.5.78.254	RS
1079	88212113097006	CARAZINHO 9	Carazinho	99500000	SAO JOAO	AV FLORES DA CUNHA	353	FARMACIA	5431101226	carazinho9@farmaciassaojoao.com.br	20	CAMILA COLETTO MAY	FAIS HUSEIN ABDALLA	10.5.79.254	RS
1080	88212113097340	CANOAS 29	CANOAS	92020030	MARECHAL RONDON	R DONA RAFAELA (VILA ROSA)	347	FARMACIA	5433350100	canoas29@farmaciassaojoao.com.br	0	CLEDSON VENTURA	ANDRE LAURI MARQUES JAIME		RS
1081	88212113098070	CACHOEIRINHA 8	CACHOEIRINHA	94910001	VILA VERANOPOLIS	AV GENERAL FLORES DA CUNHA	814	FARMACIA	5134384898	cachoeirinha8@farmaciassaojoao.com.br	11	BRUNA RODRIGUES DE FREITAS	LUIZ CARLOS KUHN	10.5.81.254	RS
1082	88212113097774	CAPAO DA CANOA 9	CAPAO DA CANOA	95555000	VILA DAS FLORES / SANTA LUZIA	AV GENERAL OSORIO	274	FARMACIA	5138308810	capaodacanoa9@farmaciassaojoao.com.br	10	PAULO XAVIER	ANDRE LAURI MARQUES JAIME	10.5.82.254	RS
1083	88212113098231	ESTEIO 7	ESTEIO	93260141	CENTRO	R SENADOR SALGADO FILHO	1900	FARMACIA	5433350100	esteio7@farmaciassaojoao.com.br	0	DANIELA MACHADO DOS SANTOS	ANDRE LAURI MARQUES JAIME	10.5.83.254	RS
1085	88212113098150	BLUMENAU 5	BLUMENAU	89068002	ITOUPAVA CENTRAL	R DOUTOR PEDRO ZIMMERMANN	5986		4732346124	blumenau5@farmaciassaojoao.com.br	6	BRUNA CORREA MACHADO	CLEITON CESAR HERNANDES DE LIMA	10.5.85.254	SC
1087	88212113097502	INDAIAL 1	INDAIAL	89082012	DAS NACOES	R EXPEDICIONARIO HERCILIO GONCALVES	447		4735130520	indaial1@farmaciassaojoao.com.br	10	RENATA FUJIWARA	CLEITON CESAR HERNANDES DE LIMA	10.5.87.254	SC
1088	88212113097693	INDAIAL 2	INDAIAL	89080060	CENTRO	R MARECHAL DEODORO DA FONSECA	27	SALA 04	5433350100	indaial2@farmaciassaojoao.com.br	0	RENATA FUJIWARA	CLEITON CESAR HERNANDES DE LIMA	10.5.88.254	SC
1089	88212113097421	MARAVILHA 2	MARAVILHA	89874000	PADRE ANTONIO	AV SUL BRASIL	1540		4931981206	maravilha2@farmaciassaojoao.com.br	13	PRISCILA MACHADO	FAIS HUSEIN ABDALLA	10.5.89.254	SC
1090	88212113098401	TERRA DE AREIA 1	TERRA DE AREIA	95535000	CENTRO	R ELPIDIO GOMES	3915		5433350100	terradeareia@farmaciassaojoao.com.br	17	JOÃO CHEMIN	ANDRE LAURI MARQUES JAIME	10.5.90.254	RS
1091	88212113098312	ITAJAI 4	ITAJAI	88305065	SAO JOAO	R OTTO PRAUM	41		4732694929	itajai4@farmaciassaojoao.com.br	11	LUANA CAMPAGNOLO	CLEITON CESAR HERNANDES DE LIMA	10.5.91.254	SC
1092	88212113098584	XANGRI-LA 4	XANGRI-LÁ	95588000	NOIVA DO MAR	AV PARAGUASSU	801	FARMACIA	5136031284	xangrila4@farmaciassaojoao.com.br	18	PAULO XAVIER	ANDRE LAURI MARQUES JAIME	10.5.92.254	RS
1093	88212113098746	SEARA 1	SEARA	89770000	INDUSTRIAL	R HERCULANO HERCULES ZANUZZO	426		4934520127	seara@farmaciassaojoao.com.br	4	PRISCILA MACHADO	FAIS HUSEIN ABDALLA	10.5.93.254	SC
1094	88212113098665	BRUSQUE 2	BRUSQUE	88350480	GUARANI - URBANO	R GENERAL OSORIO	760		4735130404	brusque2@farmaciassaojoao.com.br	20	RENATA FUJIWARA	CLEITON CESAR HERNANDES DE LIMA	10.5.94.254	SC
1095	88212113098908	SAPUCAIA 7	SAPUCAIA DO SUL	93220360	CENTRO	R RODRIGUES DE FIGUEIREDO	33	FARMACIA	5134525157	sapucaia7@farmaciassaojoao.com.br	12	NITCHELI VIER	LUIZ CARLOS KUHN	10.5.95.254	RS
1096	88212113099122	CAXIAS 59	CAXIAS DO SUL	95052105	INTERLAGOS	AV RUBEN BENTO ALVES	1443	FARMACIA	5436421110	caxias59@farmaciassaojoao.com.br	11	TALINE CORSO	FABIO CHIES BALDASSO	10.5.96.254	RS
1098	88212113098827	LOANDA 1	LOANDA	87900000	CENTRO	AV PARANA	1010		4434791000	loanda@farmaciassaojoao.com.br	0	CARINA ANTUNES BURATTI	RODRIGO DE OLIVEIRA FERREIRA	10.5.98.254	PR
1099	88212113099475	MARAU 4	MARAU	99150000	CENTRO	AV JOAO POSSER	153	FARMACIA	5420190028	marau4@farmaciassaojoao.com.br	13	GESSICA PERIN	FAIS HUSEIN ABDALLA	10.5.99.254	RS
1101	88212113099807	PORTO ALEGRE 85	PORTO ALEGRE	91786299	HIPICA	AV EDGAR PIRES DE CASTRO	2745	FARMACIA	5130802603	portoalegre85@farmaciassajoao.com.br	0	ALISON MACHADO FREITAS	LARISSA TAMARA DOS SANTOS	10.5.101.254	RS
1102	88212113099203	PORTO ALEGRE 86	PORTO ALEGRE	91010004	PASSO DA AREIA	AV ASSIS BRASIL	11	FARMACIA	5130801767	portoalegre86@farmaciassaojoao.com.br	14	LIANE RODRIGUES DOS SANTOS	LARISSA TAMARA DOS SANTOS	10.5.102.254	RS
